Mã đích đến,Tỉnh Thành,Thành phố,Tên đích đến
235HNH05,Quảng Nam,Huyện Núi Thành,Xã Tam Sơn-235HNH05
235HNH06,Quảng Nam,Huyện Núi Thành,Xã Tam Thạnh-235HNH06
235HNH08,Quảng Nam,Huyện Núi Thành,Xã Tam Anh Nam-235HNH08
235HNH09,Quảng Nam,Huyện Núi Thành,Xã Tam Hòa-235HNH09
208HDT17,Thái Nguyên,Huyện Đại Từ,Xã Na Mao-208HDT17
208HDT18,Thái Nguyên,Huyện Đại Từ,Xã Phú Cường-208HDT18
208HDT19,Thái Nguyên,Huyện Đại Từ,Xã Phú Lạc-208HDT19
208HDT20,Thái Nguyên,Huyện Đại Từ,Xã Phú Thịnh-208HDT20
208HDT21,Thái Nguyên,Huyện Đại Từ,Xã Phú Xuyên-208HDT21
208HDT23,Thái Nguyên,Huyện Đại Từ,Xã Phục Linh-208HDT23
208HDT24,Thái Nguyên,Huyện Đại Từ,Xã Quân Chu-208HDT24
208HDT25,Thái Nguyên,Huyện Đại Từ,Xã Tân Linh-208HDT25
208HDT26,Thái Nguyên,Huyện Đại Từ,Xã Tân Thái-208HDT26
208HDT28,Thái Nguyên,Huyện Đại Từ,Xã Vạn Thọ-208HDT28
208HDT29,Thái Nguyên,Huyện Đại Từ,Xã Văn Yên-208HDT29
208HDY02,Thái Nguyên,Huyện Đồng Hỷ,Thị trấn Sông Cầu-208HDY02
208HDY03,Thái Nguyên,Huyện Đồng Hỷ,Xã Cây Thị-208HDY03
208HDY05,Thái Nguyên,Huyện Đồng Hỷ,Xã Hóa Trung-208HDY05
208HDY06,Thái Nguyên,Huyện Đồng Hỷ,Xã Hòa Bình-208HDY06
208HDY08,Thái Nguyên,Huyện Đồng Hỷ,Xã Khe Mo-208HDY08
208HDY10,Thái Nguyên,Huyện Đồng Hỷ,Xã Nam Hòa-208HDY10
208HDY12,Thái Nguyên,Huyện Đồng Hỷ,Xã Tân Lợi-208HDY12
208HDY14,Thái Nguyên,Huyện Đồng Hỷ,Xã Văn Hán-208HDY14
208HDY15,Thái Nguyên,Huyện Đồng Hỷ,Xã Văn Lăng-208HDY15
208HPB04,Thái Nguyên,Huyện Phú Bình,Xã Dương Thành-208HPB04
208HPB06,Thái Nguyên,Huyện Phú Bình,Xã Điềm Thụy-208HPB06
208HPB08,Thái Nguyên,Huyện Phú Bình,Xã Kha Sơn-208HPB08
208HPB09,Thái Nguyên,Huyện Phú Bình,Xã Lương Phú-208HPB09
208HPB11,Thái Nguyên,Huyện Phú Bình,Xã Nhã Lộng-208HPB11
208HPB12,Thái Nguyên,Huyện Phú Bình,Xã Tân Đức-208HPB12
208HPB14,Thái Nguyên,Huyện Phú Bình,Xã Tân Khánh-208HPB14
208HPB15,Thái Nguyên,Huyện Phú Bình,Xã Tân Kim-208HPB15
208HPB16,Thái Nguyên,Huyện Phú Bình,Xã Tân Thành-208HPB16
208HPB17,Thái Nguyên,Huyện Phú Bình,Xã Thanh Ninh-208HPB17
208HPB18,Thái Nguyên,Huyện Phú Bình,Xã Thượng Đình-208HPB18
208HPB19,Thái Nguyên,Huyện Phú Bình,Xã Úc Kỳ-208HPB19
208HPB20,Thái Nguyên,Huyện Phú Bình,Xã Xuân-208HPB20
208HPL02,Thái Nguyên,Huyện Phú Lương,Thị trấn Giang Tiên-208HPL02
208HPL03,Thái Nguyên,Huyện Phú Lương,Xã Cổ Lũng-208HPL03
208HPL06,Thái Nguyên,Huyện Phú Lương,Xã Ôn Lương-208HPL06
208HPL07,Thái Nguyên,Huyện Phú Lương,Xã Phấn Mễ-208HPL07
208HPL09,Thái Nguyên,Huyện Phú Lương,Xã Phủ Lý-208HPL09
208HPL11,Thái Nguyên,Huyện Phú Lương,Xã Vô Tranh-208HPL11
208HPL13,Thái Nguyên,Huyện Phú Lương,Xã Yên Lạc-208HPL13
208HPL14,Thái Nguyên,Huyện Phú Lương,Xã Yên Ninh-208HPL14
208HVN01,Thái Nguyên,Huyện Võ Nhai,Thị trấn Đình Cả-208HVN01
208HVN02,Thái Nguyên,Huyện Võ Nhai,Xã Bình Long-208HVN02
208HVN05,Thái Nguyên,Huyện Võ Nhai,Xã La Hiên-208HVN05
208HVN06,Thái Nguyên,Huyện Võ Nhai,Xã Lâu Thượng-208HVN06
208HVN08,Thái Nguyên,Huyện Võ Nhai,Xã Nghinh Tường-208HVN08
208HPB02,Thái Nguyên,Huyện Phú Bình,Xã Bàn Đạt-208HPB02
208HVN10,Thái Nguyên,Huyện Võ Nhai,Xã Phương Giao-208HVN10
208HVN11,Thái Nguyên,Huyện Võ Nhai,Xã Sảng Mộc-208HVN11
208HVN13,Thái Nguyên,Huyện Võ Nhai,Xã Thượng Nung-208HVN13
208HVN15,Thái Nguyên,Huyện Võ Nhai,Xã Vũ Chấn-208HVN15
208TPS01,Thái Nguyên,Thành phố Sông Công,Phường Bách Quang-208TPS01
208TPS02,Thái Nguyên,Thành phố Sông Công,Phường Cải Đan-208TPS02
208TPS03,Thái Nguyên,Thành phố Sông Công,Phường Lương Châu-208TPS03
208TPS04,Thái Nguyên,Thành phố Sông Công,Phường Lương Sơn-208TPS04
208TPS06,Thái Nguyên,Thành phố Sông Công,Phường Phố Cò-208TPS06
208TPS07,Thái Nguyên,Thành phố Sông Công,Phường Thắng Lợi-208TPS07
208TPS08,Thái Nguyên,Thành phố Sông Công,Xã Bá Xuyên-208TPS08
208TPS10,Thái Nguyên,Thành phố Sông Công,Xã Tân Quang-208TPS10
208TPS11,Thái Nguyên,Thành phố Sông Công,Xã Vinh Sơn-208TPS11
208TPT03,Thái Nguyên,Thành phố Thái Nguyên,Phường Đồng Bẩm-208TPT03
208TPT04,Thái Nguyên,Thành phố Thái Nguyên,Phường Đồng Quang-208TPT04
208TPT06,Thái Nguyên,Thành phố Thái Nguyên,Phường Hương Sơn-208TPT06
208TPT07,Thái Nguyên,Thành phố Thái Nguyên,Phường Quán Triều-208TPT07
208TPT10,Thái Nguyên,Thành phố Thái Nguyên,Phường Phan Đình Phùng-208TPT10
208TPT11,Thái Nguyên,Thành phố Thái Nguyên,Phường Phú Xá-208TPT11
208TPT13,Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Lập-208TPT13
208TPT14,Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Long-208TPT14
208TPT17,Thái Nguyên,Thành phố Thái Nguyên,Phường Thịnh Đán-208TPT17
208TPT18,Thái Nguyên,Thành phố Thái Nguyên,Phường Tích Lương-208TPT18
235TPH09,Quảng Nam,Thành phố Hội An,Minh An-235TPH09
235TPH11,Quảng Nam,Thành phố Hội An,Thanh Hà-235TPH11
235TPH13,Quảng Nam,Thành phố Hội An,Tân Hiệp-235TPH13
235TPT01,Quảng Nam,Thành phố Tam Kỳ,Phường An Mỹ-235TPT01
235TPT02,Quảng Nam,Thành phố Tam Kỳ,Phường An Phú-235TPT02
235TPT03,Quảng Nam,Thành phố Tam Kỳ,Phường An Sơn-235TPT03
235TPT04,Quảng Nam,Thành phố Tam Kỳ,Phường An Xuân-235TPT04
235TPT06,Quảng Nam,Thành phố Tam Kỳ,Phường Hòa Thuận-235TPT06
235TPT08,Quảng Nam,Thành phố Tam Kỳ,Phường Tân Thạnh-235TPT08
235TPT09,Quảng Nam,Thành phố Tam Kỳ,Phường Trường Xuân-235TPT09
235TPT11,Quảng Nam,Thành phố Tam Kỳ,Xã Tam Phú-235TPT11
235TPT12,Quảng Nam,Thành phố Tam Kỳ,Xã Tam Thăng-235TPT12
235TXD01,Quảng Nam,Thị xã Điện Bàn,Phường Điện An-235TXD01
235TXD03,Quảng Nam,Thị xã Điện Bàn,Phường Điện Nam Bắc-235TXD03
235TXD05,Quảng Nam,Thị xã Điện Bàn,Phường Điện Nam Trung-235TXD05
235TXD06,Quảng Nam,Thị xã Điện Bàn,Phường Điện Ngọc-235TXD06
235TXD08,Quảng Nam,Thị xã Điện Bàn,Xã Điện Hòa-235TXD08
235TXD10,Quảng Nam,Thị xã Điện Bàn,Xã Điện Minh-235TXD10
235TXD12,Quảng Nam,Thị xã Điện Bàn,Xã Điện Phước-235TXD12
235TXD13,Quảng Nam,Thị xã Điện Bàn,Xã Điện Phương-235TXD13
235TXD15,Quảng Nam,Thị xã Điện Bàn,Xã Điện Thắng Bắc-235TXD15
235TXD17,Quảng Nam,Thị xã Điện Bàn,Xã Điện Thắng Trung-235TXD17
235TXD19,Quảng Nam,Thị xã Điện Bàn,Xã Điện Tiến-235TXD19
235TXD20,Quảng Nam,Thị xã Điện Bàn,Xã Điện Trung-235TXD20
255TPQ02,Quảng Ngãi,Thành phố Quảng Ngãi,Phường Lê Hồng Phong-255TPQ02
255TPQ05,Quảng Ngãi,Thành phố Quảng Ngãi,Phường Nguyễn Nghiêm-255TPQ05
255HBT16,Quảng Ngãi,Huyện Ba Tơ,Xã Ba Tô-255HBT16
255HBT19,Quảng Ngãi,Huyện Ba Tơ,Xã Ba Vinh-255HBT19
255HDP02,Quảng Ngãi,Huyện Đức Phổ,Xã Phổ Châu-255HDP02
255HDP05,Quảng Ngãi,Huyện Đức Phổ,Xã Phổ Khánh-255HDP05
255HDP15,Quảng Ngãi,Huyện Đức Phổ,Xã Phổ Ninh-255HDP15
255HDP10,Quảng Ngãi,Huyện Đức Phổ,Xã Phổ Thạnh-255HDP10
255TPQ12,Quảng Ngãi,Thành phố Quảng Ngãi,Xã Nghĩa Dũng-255TPQ12
255TPQ14,Quảng Ngãi,Thành phố Quảng Ngãi,Xã Nghĩa Phú-255TPQ14
255TPQ16,Quảng Ngãi,Thành phố Quảng Ngãi,Xã Tịnh Ấn Tây-255TPQ16
255TPQ17,Quảng Ngãi,Thành phố Quảng Ngãi,Xã Tịnh Ấn Đông-255TPQ17
276HDM07,Tây Ninh,Huyện Dương Minh Châu,Xã Phan-276HDM07
276HDM08,Tây Ninh,Huyện Dương Minh Châu,Xã Phước Minh-276HDM08
276HDM10,Tây Ninh,Huyện Dương Minh Châu,Xã Suối Đá-276HDM10
276HDM11,Tây Ninh,Huyện Dương Minh Châu,Xã Truông Mít-276HDM11
276HGD02,Tây Ninh,Huyện Gò Dầu,Xã Bàu Đồn-276HGD02
276HGD03,Tây Ninh,Huyện Gò Dầu,Xã Cẩm Giang-276HGD03
276HGD04,Tây Ninh,Huyện Gò Dầu,Xã Hiệp Thạnh-276HGD04
276HGD07,Tây Ninh,Huyện Gò Dầu,Xã Phước Trạch-276HGD07
276HGD08,Tây Ninh,Huyện Gò Dầu,Xã Thạnh Đức-276HGD08
276HHT01,Tây Ninh,Huyện Hòa Thành,Thị trấn Hòa Thành-276HHT01
276HHT02,Tây Ninh,Huyện Hòa Thành,Xã Hiệp Tân-276HHT02
276HHT03,Tây Ninh,Huyện Hòa Thành,Xã Long Thành Bắc-276HHT03
276HHT05,Tây Ninh,Huyện Hòa Thành,Xã Long Thành Trung-276HHT05
276HHT06,Tây Ninh,Huyện Hòa Thành,Xã Trường Đông-276HHT06
276HHT07,Tây Ninh,Huyện Hòa Thành,Xã Trường Hòa-276HHT07
276HHT08,Tây Ninh,Huyện Hòa Thành,Xã Trường Tây-276HHT08
276HTB01,Tây Ninh,Huyện Trảng Bàng,Thị trấn Trảng Bàng-276HTB01
276HTB02,Tây Ninh,Huyện Trảng Bàng,Xã An Hòa-276HTB02
276HTB04,Tây Ninh,Huyện Trảng Bàng,Xã Bình Thạnh-276HTB04
276HBC08,Tây Ninh,Huyện Bến Cầu,Xã Long Thuận-276HBC08
276HBC09,Tây Ninh,Huyện Bến Cầu,Xã Tiên Thuận-276HBC09
276HDM03,Tây Ninh,Huyện Dương Minh Châu,Xã Bến Củi-276HDM03
276HDM04,Tây Ninh,Huyện Dương Minh Châu,Xã Cầu Khởi-276HDM04
276HDM05,Tây Ninh,Huyện Dương Minh Châu,Xã Chà Là-276HDM05
276HTB05,Tây Ninh,Huyện Trảng Bàng,Xã Đôn Thuận-276HTB05
227HTT43,Thái Bình,Huyện Thái Thụy,Xã Thuỵ Thanh-227HTT43
227HTT45,Thái Bình,Huyện Thái Thụy,Xã Thuỵ Trường-227HTT45
227HTT46,Thái Bình,Huyện Thái Thụy,Xã Thuỵ Văn-227HTT46
227HTT47,Thái Bình,Huyện Thái Thụy,Xã Thuỵ Việt-227HTT47
227HVT01,Thái Bình,Huyện Vũ Thư,Thị trấn Vũ Thư-227HVT01
227HVT04,Thái Bình,Huyện Vũ Thư,Xã Dũng Nghĩa-227HVT04
227HVT05,Thái Bình,Huyện Vũ Thư,Xã Duy Nhất-227HVT05
227HVT06,Thái Bình,Huyện Vũ Thư,Xã Hiệp Hòa-227HVT06
227HVT08,Thái Bình,Huyện Vũ Thư,Xã Hồng Lý-227HVT08
227HVT09,Thái Bình,Huyện Vũ Thư,Xã Hồng Phong-227HVT09
227HVT10,Thái Bình,Huyện Vũ Thư,Xã Minh Khai-227HVT10
227HVT11,Thái Bình,Huyện Vũ Thư,Xã Minh Lãng-227HVT11
227HVT12,Thái Bình,Huyện Vũ Thư,Xã Minh Quang-227HVT12
227HVT14,Thái Bình,Huyện Vũ Thư,Xã Phúc Thành-227HVT14
227HVT15,Thái Bình,Huyện Vũ Thư,Xã Song An-227HVT15
227HVT16,Thái Bình,Huyện Vũ Thư,Xã Song Lãng-227HVT16
227HVT18,Thái Bình,Huyện Vũ Thư,Xã Tân Hòa-227HVT18
227HVT19,Thái Bình,Huyện Vũ Thư,Xã Tân Lập-227HVT19
227HVT20,Thái Bình,Huyện Vũ Thư,Xã Tân Phong-227HVT20
227HVT22,Thái Bình,Huyện Vũ Thư,Xã Tự Tân-227HVT22
227HVT23,Thái Bình,Huyện Vũ Thư,Xã Việt Hùng-227HVT23
227HVT26,Thái Bình,Huyện Vũ Thư,Xã Vũ Hội-227HVT26
227HVT27,Thái Bình,Huyện Vũ Thư,Xã Vũ Tiến-227HVT27
227HVT28,Thái Bình,Huyện Vũ Thư,Xã Vũ Vân-227HVT28
227HVT30,Thái Bình,Huyện Vũ Thư,Xã Xuân Hòa-227HVT30
227TPT01,Thái Bình,Thành phố Thái Bình,Phường Bồ Xuyên-227TPT01
227TPT04,Thái Bình,Thành phố Thái Bình,Phường Kỳ Bá-227TPT04
227TPT05,Thái Bình,Thành phố Thái Bình,Phường Lê Hồng Phong-227TPT05
208HDT06,Thái Nguyên,Huyện Đại Từ,Xã Cát Nê-208HDT06
208HDT07,Thái Nguyên,Huyện Đại Từ,Xã Cù Vân-208HDT07
208HDT09,Thái Nguyên,Huyện Đại Từ,Xã Hà Thượng-208HDT09
208HDT10,Thái Nguyên,Huyện Đại Từ,Xã Hoàng Nông-208HDT10
208HDT12,Thái Nguyên,Huyện Đại Từ,Xã Ký Phú-208HDT12
208HDT13,Thái Nguyên,Huyện Đại Từ,Xã La Bằng-208HDT13
208HDT15,Thái Nguyên,Huyện Đại Từ,Xã Minh Tiến-208HDT15
208TPT20,Thái Nguyên,Thành phố Thái Nguyên,Phường Trưng Vương-208TPT20
208TPT21,Thái Nguyên,Thành phố Thái Nguyên,Phường Túc Duyên-208TPT21
208TPT22,Thái Nguyên,Thành phố Thái Nguyên,Xã Cao Ngạn-208TPT22
208TPT24,Thái Nguyên,Thành phố Thái Nguyên,Xã Huống Thượng-208TPT24
208TPT25,Thái Nguyên,Thành phố Thái Nguyên,Xã Linh Sơn-208TPT25
208TPT26,Thái Nguyên,Thành phố Thái Nguyên,Xã Phúc Hà-208TPT26
208TPT27,Thái Nguyên,Thành phố Thái Nguyên,Xã Phúc Trìu-208TPT27
208TPT29,Thái Nguyên,Thành phố Thái Nguyên,Xã Quyết Thắng-208TPT29
208TPT30,Thái Nguyên,Thành phố Thái Nguyên,Xã Sơn Cẩm-208TPT30
208TPT32,Thái Nguyên,Thành phố Thái Nguyên,Xã Thịnh Đức-208TPT32
208TXP02,Thái Nguyên,Thị xã Phổ Yên,Phường Bãi Bông-208TXP02
208TXP03,Thái Nguyên,Thị xã Phổ Yên,Phường Bắc Sơn-208TXP03
208TXP05,Thái Nguyên,Thị xã Phổ Yên,Xã Đắc Sơn-208TXP05
208TXP07,Thái Nguyên,Thị xã Phổ Yên,Xã Hồng Tiến-208TXP07
208TXP10,Thái Nguyên,Thị xã Phổ Yên,Xã Phúc Thuận-208TXP10
208TXP11,Thái Nguyên,Thị xã Phổ Yên,Xã Phúc Tân-208TXP11
208TXP13,Thái Nguyên,Thị xã Phổ Yên,Xã Tân Phú-208TXP13
208TXP14,Thái Nguyên,Thị xã Phổ Yên,Xã Thành Công-208TXP14
208TXP17,Thái Nguyên,Thị xã Phổ Yên,Xã Trung Thành-208TXP17
208TXP18,Thái Nguyên,Thị xã Phổ Yên,Xã Vạn Phái-208TXP18
237HHH32,Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thành-237HHH32
237HHH33,Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thắng-237HHH33
237HHH36,Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trạch-237HHH36
237HHH37,Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trinh-237HHH37
227HHH14,Thái Bình,Huyện Hưng Hà,Xã Hòa Bình-227HHH14
227HHH16,Thái Bình,Huyện Hưng Hà,Xã Hồng An-227HHH16
227HHH17,Thái Bình,Huyện Hưng Hà,Xã Hồng Lĩnh-227HHH17
227HHH18,Thái Bình,Huyện Hưng Hà,Xã Hồng Minh-227HHH18
227HHH19,Thái Bình,Huyện Hưng Hà,Xã Hùng Dũng-227HHH19
227HHH20,Thái Bình,Huyện Hưng Hà,Xã Kim Chung-227HHH20
227HHH21,Thái Bình,Huyện Hưng Hà,Xã Liên Hiệp-227HHH21
227HHH24,Thái Bình,Huyện Hưng Hà,Xã Minh Tân-227HHH24
227HHH25,Thái Bình,Huyện Hưng Hà,Xã Phúc Khánh-227HHH25
227HHH27,Thái Bình,Huyện Hưng Hà,Xã Tân Lễ-227HHH27
227HHH28,Thái Bình,Huyện Hưng Hà,Xã Tân Tiến-227HHH28
227HHH29,Thái Bình,Huyện Hưng Hà,Xã Tây Đô-227HHH29
227HHH33,Thái Bình,Huyện Hưng Hà,Xã Tiến Đức-227HHH33
227HHH34,Thái Bình,Huyện Hưng Hà,Xã Văn Cẩm-227HHH34
227HKX01,Thái Bình,Huyện Kiến Xương,Thị trấn Thanh Nê-227HKX01
227HKX02,Thái Bình,Huyện Kiến Xương,Xã An Bình-227HKX02
227HKX04,Thái Bình,Huyện Kiến Xương,Xã Bình Định-227HKX04
227HKX07,Thái Bình,Huyện Kiến Xương,Xã Bình Thanh-227HKX07
227HKX08,Thái Bình,Huyện Kiến Xương,Xã Đình Phùng-227HKX08
227HKX10,Thái Bình,Huyện Kiến Xương,Xã Hồng Thái-227HKX10
227HKX12,Thái Bình,Huyện Kiến Xương,Xã Lê Lợi-227HKX12
227HKX13,Thái Bình,Huyện Kiến Xương,Xã Minh Hưng-227HKX13
227HKX16,Thái Bình,Huyện Kiến Xương,Xã Nam Cao-227HKX16
227HKX17,Thái Bình,Huyện Kiến Xương,Xã Quang Bình-227HKX17
227HKX18,Thái Bình,Huyện Kiến Xương,Xã Quang Hưng-227HKX18
227HKX19,Thái Bình,Huyện Kiến Xương,Xã Quang Lịch-227HKX19
227HKX20,Thái Bình,Huyện Kiến Xương,Xã Quang Minh-227HKX20
227HKX22,Thái Bình,Huyện Kiến Xương,Xã Quốc Tuấn-227HKX22
227HKX23,Thái Bình,Huyện Kiến Xương,Xã Quyết Tiến-227HKX23
227HKX24,Thái Bình,Huyện Kiến Xương,Xã Thanh Tân-227HKX24
227HKX25,Thái Bình,Huyện Kiến Xương,Xã Thượng Hiền-227HKX25
227HKX26,Thái Bình,Huyện Kiến Xương,Xã Trà Giang-227HKX26
227HKX27,Thái Bình,Huyện Kiến Xương,Xã Vũ An-227HKX27
227HKX29,Thái Bình,Huyện Kiến Xương,Xã Vũ Công-227HKX29
227HKX31,Thái Bình,Huyện Kiến Xương,Xã Vũ Lễ-227HKX31
227HKX32,Thái Bình,Huyện Kiến Xương,Xã Vũ Ninh-227HKX32
227HKX34,Thái Bình,Huyện Kiến Xương,Xã Vũ Sơn-227HKX34
227HKX35,Thái Bình,Huyện Kiến Xương,Xã Vũ Tây-227HKX35
227HKX37,Thái Bình,Huyện Kiến Xương,Xã Vũ Trung-227HKX37
227HQP03,Thái Bình,Huyện Quỳnh Phụ,Xã An Ấp-227HQP03
227HQP04,Thái Bình,Huyện Quỳnh Phụ,Xã An Cầu-227HQP04
227HQP06,Thái Bình,Huyện Quỳnh Phụ,Xã An Dục-227HQP06
227HQP07,Thái Bình,Huyện Quỳnh Phụ,Xã An Hiệp-227HQP07
227HQP09,Thái Bình,Huyện Quỳnh Phụ,Xã An Lễ-227HQP09
227HQP10,Thái Bình,Huyện Quỳnh Phụ,Xã An Mỹ-227HQP10
227HQP12,Thái Bình,Huyện Quỳnh Phụ,Xã An Quý-227HQP12
227HQP14,Thái Bình,Huyện Quỳnh Phụ,Xã An Thanh-227HQP14
227HQP16,Thái Bình,Huyện Quỳnh Phụ,Xã An Vinh-227HQP16
227HQP18,Thái Bình,Huyện Quỳnh Phụ,Xã Đông Hải-227HQP18
227HQP19,Thái Bình,Huyện Quỳnh Phụ,Xã Đồng Tiến-227HQP19
227HQP20,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Bảo-227HQP20
227HQP21,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Châu-227HQP21
227HQP22,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Giao-227HQP22
227HQP24,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hoa-227HQP24
227HQP25,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hoàng-227HQP25
227HQP26,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hội-227HQP26
227HQP27,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hồng-227HQP27
227HQP28,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hưng-227HQP28
227HQP29,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Khê-227HQP29
227HQP32,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Mỹ-227HQP32
227HQP33,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Ngọc-227HQP33
227HQP35,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Sơn-227HQP35
227HQP36,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Thọ-227HQP36
227HQP38,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Xá-227HQP38
227HTH02,Thái Bình,Huyện Tiền Hải,Xã An Ninh-227HTH02
227HTH03,Thái Bình,Huyện Tiền Hải,Xã Bắc Hải-227HTH03
227HTH05,Thái Bình,Huyện Tiền Hải,Xã Đông Hải-227HTH05
227HTH07,Thái Bình,Huyện Tiền Hải,Xã Đông Lâm-227HTH07
227HTH09,Thái Bình,Huyện Tiền Hải,Xã Đông Minh-227HTH09
227HTH10,Thái Bình,Huyện Tiền Hải,Xã Đông Phong-227HTH10
227HTH12,Thái Bình,Huyện Tiền Hải,Xã Đông Trà-227HTH12
227HTH13,Thái Bình,Huyện Tiền Hải,Xã Đông Trung-227HTH13
227HTH16,Thái Bình,Huyện Tiền Hải,Xã Nam Cường-227HTH16
227HTH17,Thái Bình,Huyện Tiền Hải,Xã Nam Hà-227HTH17
237HHH38,Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trung-237HHH38
237HHH39,Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trường-237HHH39
227TPT07,Thái Bình,Thành phố Thái Bình,Phường Quang Trung-227TPT07
227TPT08,Thái Bình,Thành phố Thái Bình,Phường Tiền Phong-227TPT08
227TPT10,Thái Bình,Thành phố Thái Bình,Phường Trần Lãm-227TPT10
227TPT11,Thái Bình,Thành phố Thái Bình,Xã Đông Hoà-227TPT11
227TPT12,Thái Bình,Thành phố Thái Bình,Xã Đông Mỹ-227TPT12
227TPT14,Thái Bình,Thành phố Thái Bình,Xã Phú Xuân-227TPT14
227TPT15,Thái Bình,Thành phố Thái Bình,Xã Tân Bình-227TPT15
227TPT17,Thái Bình,Thành phố Thái Bình,Xã Vũ Đông-227TPT17
227TPT18,Thái Bình,Thành phố Thái Bình,Xã Vũ Lạc-227TPT18
208HDH02,Thái Nguyên,Huyện Định Hóa,Xã Bảo Cường-208HDH02
208HDH03,Thái Nguyên,Huyện Định Hóa,Xã Bảo Linh-208HDH03
208HDH04,Thái Nguyên,Huyện Định Hóa,Xã Bình Thành-208HDH04
208HDH06,Thái Nguyên,Huyện Định Hóa,Xã Bộc Nhiêu-208HDH06
208HDH08,Thái Nguyên,Huyện Định Hóa,Xã Định Biên-208HDH08
208HDH10,Thái Nguyên,Huyện Định Hóa,Xã Kim Phượng-208HDH10
208HDH11,Thái Nguyên,Huyện Định Hóa,Xã Kim Sơn-208HDH11
208HDH13,Thái Nguyên,Huyện Định Hóa,Xã Linh Thông-208HDH13
208HDH14,Thái Nguyên,Huyện Định Hóa,Xã Phú Đình-208HDH14
208HDH17,Thái Nguyên,Huyện Định Hóa,Xã Phượng Tiến-208HDH17
208HDH18,Thái Nguyên,Huyện Định Hóa,Xã Quy Kỳ-208HDH18
208HDH21,Thái Nguyên,Huyện Định Hóa,Xã Tân Thịnh-208HDH21
208HDH22,Thái Nguyên,Huyện Định Hóa,Xã Thanh Định-208HDH22
208HDH23,Thái Nguyên,Huyện Định Hóa,Xã Trung Hội-208HDH23
208HDT01,Thái Nguyên,Huyện Đại Từ,Thị trấn Hùng Sơn-208HDT01
208HDT02,Thái Nguyên,Huyện Đại Từ,Thị trấn Quân Chu-208HDT02
208HDT03,Thái Nguyên,Huyện Đại Từ,Xã An Khánh-208HDT03
208HDT04,Thái Nguyên,Huyện Đại Từ,Xã Bản Ngoại-208HDT04
276HTB07,Tây Ninh,Huyện Trảng Bàng,Xã Gia Lộc-276HTB07
276HTB08,Tây Ninh,Huyện Trảng Bàng,Xã Hưng Thuận-276HTB08
276HTB10,Tây Ninh,Huyện Trảng Bàng,Xã Phước Chỉ-276HTB10
276HTB11,Tây Ninh,Huyện Trảng Bàng,Xã Phước Lưu-276HTB11
276HTC02,Tây Ninh,Huyện Tân Châu,Xã Suối Ngô-276HTC02
276HTC03,Tây Ninh,Huyện Tân Châu,Xã Suối Dây-276HTC03
276HTC04,Tây Ninh,Huyện Tân Châu,Xã Tân Đông-276HTC04
276HTC06,Tây Ninh,Huyện Tân Châu,Xã Tân Hiệp-276HTC06
276HTC07,Tây Ninh,Huyện Tân Châu,Xã Tân Hòa-276HTC07
276HTC10,Tây Ninh,Huyện Tân Châu,Xã Tân Phú-276HTC10
276HTC12,Tây Ninh,Huyện Tân Châu,Xã Thạnh Đông-276HTC12
276HTN02,Tây Ninh,Huyện Tân Biên,Xã Hòa Hiệp-276HTN02
276HTN03,Tây Ninh,Huyện Tân Biên,Xã Mỏ Công-276HTN03
276HTN06,Tây Ninh,Huyện Tân Biên,Xã Tân Phong-276HTN06
276HTN07,Tây Ninh,Huyện Tân Biên,Xã Thạnh Bắc-276HTN07
276HTN09,Tây Ninh,Huyện Tân Biên,Xã Thạnh Tây-276HTN09
276HTN10,Tây Ninh,Huyện Tân Biên,Xã Trà Vong-276HTN10
276TPT01,Tây Ninh,Thành phố Tây Ninh,Phường 1-276TPT01
276TPT05,Tây Ninh,Thành phố Tây Ninh,Phường Hiệp Ninh-276TPT05
276TPT06,Tây Ninh,Thành phố Tây Ninh,Phường Ninh Sơn-276TPT06
276TPT07,Tây Ninh,Thành phố Tây Ninh,Phường Ninh Thạnh-276TPT07
276TPT08,Tây Ninh,Thành phố Tây Ninh,Xã Bình Minh-276TPT08
