Mã đích đến,Tỉnh Thành,Thành phố,Tên đích đến
205HHL14,Lạng Sơn,Huyện Hữu Lũng,Xã Minh Tiến-205HHL14
205HHL18,Lạng Sơn,Huyện Hữu Lũng,Xã Tân Lập-205HHL18
203HBC01,Quảng Ninh,Huyện Ba Chẽ,Thị trấn Ba Chẽ-203HBC01
203HBC05,Quảng Ninh,Huyện Ba Chẽ,Xã Minh Cầm-203HBC05
203HBC08,Quảng Ninh,Huyện Ba Chẽ,Xã Thanh Sơn-203HBC08
203HBL03,Quảng Ninh,Huyện Bình Liêu,Xã Đồng Văn-203HBL03
203HBL07,Quảng Ninh,Huyện Bình Liêu,Xã Tình Húc-203HBL07
229HYM07,Ninh Bình,Huyện Yên Mô,Xã Yên Hòa-229HYM07
229HYM10,Ninh Bình,Huyện Yên Mô,Xã Yên Mạc-229HYM10
229HYM14,Ninh Bình,Huyện Yên Mô,Xã Yên Thái-229HYM14
229HYM17,Ninh Bình,Huyện Yên Mô,Xã Yên Từ-229HYM17
203TPM07,Quảng Ninh,Thành phố Móng Cái,Phường Trà Cổ-203TPM07
203TPM10,Quảng Ninh,Thành phố Móng Cái,Xã Hải Đông-203TPM10
203TPM15,Quảng Ninh,Thành phố Móng Cái,Xã Vạn Ninh-203TPM15
203TXD01,Quảng Ninh,Thị xã Đông Triều,Phường Đông Triều-203TXD01
203TXD04,Quảng Ninh,Thị xã Đông Triều,Phường Hưng Đạo-203TXD04
203TXD08,Quảng Ninh,Thị xã Đông Triều,Xã Nguyễn Huệ-203TXD08
203TXD12,Quảng Ninh,Thị xã Đông Triều,Xã Tân Việt-203TXD12
210HTN02,Phú Thọ,Huyện Tân Sơn,Xã Kiệt Sơn-210HTN02
210HTN05,Phú Thọ,Huyện Tân Sơn,Xã Long Cốc-210HTN05
210HTN09,Phú Thọ,Huyện Tân Sơn,Xã Tân Phú-210HTN09
210HTN12,Phú Thọ,Huyện Tân Sơn,Xã Thu Cúc-210HTN12
210HTN16,Phú Thọ,Huyện Tân Sơn,Xã Xuân Đài-210HTN16
210HTS01,Phú Thọ,Huyện Thanh Sơn,Thị trấn Thanh Sơn-210HTS01
210HTS06,Phú Thọ,Huyện Thanh Sơn,Xã Giáp Lai-210HTS06
210HTB12,Phú Thọ,Huyện Thanh Ba,Xã Khải Xuân-210HTB12
228HHH06,Nam Định,Huyện Hải Hậu,Xã Hải Bắc-228HHH06
225QNQ07,Hải Phòng,Quận Ngô Quyền,Phường Lạch Tray-225QNQ07
225QNQ13,Hải Phòng,Quận Ngô Quyền,Phường Vạn Mỹ-225QNQ13
225HAD03,Hải Phòng,Huyện An Dương,Xã An Hòa-225HAD03
225HAD06,Hải Phòng,Huyện An Dương,Xã Bắc Sơn-225HAD06
024HDA20,Hà Nội,Huyện Đông Anh,Xã Việt Hùng-024HDA20
024HDM01,Hà Nội,Huyện Đan Phượng,Thị trấn Phùng-024HDM01
024HDM04,Hà Nội,Huyện Đan Phượng,Xã Hạ Mỗ-024HDM04
024HDM07,Hà Nội,Huyện Đan Phượng,Xã Liên Hồng-024HDM07
239HNX18,Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Viên-239HNX18
239HTH01,Hà Tĩnh,Huyện Thạch Hà,Thị trấn Thạch Hà-239HTH01
239HTH05,Hà Tĩnh,Huyện Thạch Hà,Xã Phù Việt-239HTH05
239HTH09,Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Đỉnh-239HTH09
239HTH12,Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Hương-239HTH12
269HIG11,Gia Lai,Huyện Ia Grai,Xã Ia Sao-269HIG11
269HIP02,Gia Lai,Huyện Ia Pa,Xã Chư Răng-269HIP02
269HIP06,Gia Lai,Huyện Ia Pa,Xã Ia Trok-269HIP06
269HIP09,Gia Lai,Huyện Ia Pa,Xã Pờ Tó-269HIP09
269HKC04,Gia Lai,Huyện Kông Chro,Xã Chư Krêy-269HKC04
269HKC07,Gia Lai,Huyện Kông Chro,Xã Đăk Tơ Pang-269HKC07
269HKC10,Gia Lai,Huyện Kông Chro,Xã Kông Yang-269HKC10
237HTS32,Thanh Hóa,Huyện Triệu Sơn,Xã Triệu Thành-237HTS32
237HTS35,Thanh Hóa,Huyện Triệu Sơn,Xã Xuân Thịnh-237HTS35
237HTT03,Thanh Hóa,Huyện Thạch Thành,Xã Ngọc Trạo-237HTT03
237HTT06,Thanh Hóa,Huyện Thạch Thành,Xã Thạch Định-237HTT06
237HTT11,Thanh Hóa,Huyện Thạch Thành,Xã Thạch Sơn-237HTT11
237HTT15,Thanh Hóa,Huyện Thạch Thành,Xã Thành Công-237HTT15
237HTT18,Thanh Hóa,Huyện Thạch Thành,Xã Thành Long-237HTT18
237TPT16,Thanh Hóa,Thành phố Thanh Hóa,Phường Quảng Thành-237TPT16
237TPT20,Thanh Hóa,Thành phố Thanh Hóa,Phường Trường Thi-237TPT20
237TPT23,Thanh Hóa,Thành phố Thanh Hóa,Xã Đông Tân-237TPT23
237TPT27,Thanh Hóa,Thành phố Thanh Hóa,Xã Hoằng Long-237TPT27
237TPT31,Thanh Hóa,Thành phố Thanh Hóa,Xã Quảng Đông-237TPT31
237TPT35,Thanh Hóa,Thành phố Thanh Hóa,Xã Thiệu Dương-237TPT35
237TXB01,Thanh Hóa,Thị xã Bỉm Sơn,Phường Ba Đình-237TXB01
237HBT08,Thanh Hóa,Huyện Bá Thước,Xã Điền Thượng-237HBT08
237HBT11,Thanh Hóa,Huyện Bá Thước,Xã Kỳ Tân-237HBT11
237HBT14,Thanh Hóa,Huyện Bá Thước,Xã Lũng Niêm-237HBT14
237HBT18,Thanh Hóa,Huyện Bá Thước,Xã Tân Lập-237HBT18
237HBT21,Thanh Hóa,Huyện Bá Thước,Xã Thiết Kế-237HBT21
203HCT02,Quảng Ninh,Huyện Cô Tô,Xã Thanh Lân-203HCT02
203HDH03,Quảng Ninh,Huyện Đầm Hà,Xã Đầm Hà-203HDH03
203HDH07,Quảng Ninh,Huyện Đầm Hà,Xã Quảng Lợi-203HDH07
213TPL02,Lai Châu,Thành phố Lai Châu,Phường Đoàn Kết-213TPL02
213TPL04,Lai Châu,Thành phố Lai Châu,Phường Đông Phong-213TPL04
263HBL05,Lâm Đồng,Huyện Bảo Lâm(LĐ),Xã Lộc Bảo-263HBL05
263HDT04,Lâm Đồng,Huyện Đạ Tẻh,Xã Đạ Lây-263HDT04
263HDG14,Lâm Đồng,Huyện Đức Trọng,Xã Đa Quyn-263HDG14
272HTH07,Long An,Huyện Tân Hưng,Xã Vĩnh Bữu-272HTH07
272HTH09,Long An,Huyện Tân Hưng,Xã Vĩnh Châu B-272HTH09
272HTT01,Long An,Huyện Tân Thạnh,Thị trấn Tân Thạnh-272HTT01
238HYT12,Nghệ An,Huyện Yên Thành,Xã Hợp Thành-238HYT12
238HYT16,Nghệ An,Huyện Yên Thành,Xã Lăng Thành-238HYT16
238HYT19,Nghệ An,Huyện Yên Thành,Xã Lý Thành-238HYT19
238HYT24,Nghệ An,Huyện Yên Thành,Xã Nhân Thành-238HYT24
238HYT27,Nghệ An,Huyện Yên Thành,Xã Quang Thành-238HYT27
238HYT30,Nghệ An,Huyện Yên Thành,Xã Tăng Thành-238HYT30
229HHL01,Ninh Bình,Huyện Hoa Lư,Thị trấn Thiên Tôn-229HHL01
229HHL06,Ninh Bình,Huyện Hoa Lư,Xã Ninh Khang-229HHL06
205HLB03,Lạng Sơn,Huyện Lộc Bình,Xã Ái Quốc-205HLB03
228HHH10,Nam Định,Huyện Hải Hậu,Xã Hải Đông-228HHH10
228HHH13,Nam Định,Huyện Hải Hậu,Xã Hải Hà-228HHH13
228HHH17,Nam Định,Huyện Hải Hậu,Xã Hải Long-228HHH17
228HHH20,Nam Định,Huyện Hải Hậu,Xã Hải Nam-228HHH20
228HHH24,Nam Định,Huyện Hải Hậu,Xã Hải Phúc-228HHH24
228HHH29,Nam Định,Huyện Hải Hậu,Xã Hải Tây-228HHH29
238HTD10,Nghệ An,Huyện Tương Dương,Xã Tam Quang-238HTD10
238HTD14,Nghệ An,Huyện Tương Dương,Xã Xiêng My-238HTD14
258HVN05,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Khánh-258HVN05
258HVN08,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Phú-258HVN08
258HVN12,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Thọ-258HVN12
258TPC03,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Lộc-258TPC03
258TPC07,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Phúc Bắc-258TPC07
258TPC10,Khánh Hòa,Thành phố Cam Ranh,Xã Cam Bình-258TPC10
258TPC14,Khánh Hòa,Thành phố Cam Ranh,Xã Cam Thịnh Đông-258TPC14
203TXQ02,Quảng Ninh,Thị xã Quảng Yên,Phường Đông Mai-203TXQ02
203TXQ05,Quảng Ninh,Thị xã Quảng Yên,Phường Nam Hòa-203TXQ05
203TXQ09,Quảng Ninh,Thị xã Quảng Yên,Phường Tân An-203TXQ09
203TXQ12,Quảng Ninh,Thị xã Quảng Yên,Xã Cẩm La-203TXQ12
203TXQ15,Quảng Ninh,Thị xã Quảng Yên,Xã Liên Hòa-203TXQ15
269HKC14,Gia Lai,Huyện Kông Chro,Xã Yang Trung-269HKC14
297HGT01,Kiên Giang,Huyện Giang Thành,Xã Vĩnh Phú-297HGT01
297HGT04,Kiên Giang,Huyện Giang Thành,Xã Phú Lợi-297HGT04
297HHD04,Kiên Giang,Huyện Hòn Đất,Xã Bình Giang-297HHD04
297HHD10,Kiên Giang,Huyện Hòn Đất,Xã Mỹ Thuận-297HHD10
205HVL17,Lạng Sơn,Huyện Văn Lãng,Xã Thanh Long-205HVL17
205HVL20,Lạng Sơn,Huyện Văn Lãng,Xã Trùng Quán-205HVL20
205HVQ05,Lạng Sơn,Huyện Văn Quan,Xã Đồng Giáp-205HVQ05
205HVQ08,Lạng Sơn,Huyện Văn Quan,Xã Khánh Khê-205HVQ08
251TPB14,Đồng Nai,Thành phố Biên Hoà,Phường Tân Hiệp-251TPB14
251TPB17,Đồng Nai,Thành phố Biên Hoà,Phường Tân Phong-251TPB17
251TPB20,Đồng Nai,Thành phố Biên Hoà,Phường Thanh Bình-251TPB20
251TPB25,Đồng Nai,Thành phố Biên Hoà,Xã Hiệp Hòa-251TPB25
251TPB28,Đồng Nai,Thành phố Biên Hoà,Xã Phước Tân-251TPB28
251TXL01,Đồng Nai,Thị xã Long Khánh,Phường Phú Bình-251TXL01
251TXL05,Đồng Nai,Thị xã Long Khánh,Phường Xuân Thanh-251TXL05
239HTH24,Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Thanh-239HTH24
239HTH27,Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Văn-239HTH27
239HTH31,Hà Tĩnh,Huyện Thạch Hà,Xã Việt Xuyên-239HTH31
239HVQ03,Hà Tĩnh,Huyện Vũ Quang,Xã Đức Bồng-239HVQ03
237HCT02,Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Bình-237HCT02
237HCT05,Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Liên-237HCT05
237HCT09,Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Phong-237HCT09
237HTG13,Thanh Hóa,Huyện Tĩnh Gia,Xã Hải Ninh-237HTG13
237HTG16,Thanh Hóa,Huyện Tĩnh Gia,Xã Hải Yến-237HTG16
237HTG20,Thanh Hóa,Huyện Tĩnh Gia,Xã Ngọc Lĩnh-237HTG20
237HTG23,Thanh Hóa,Huyện Tĩnh Gia,Xã Phú Lâm-237HTG23
237HTT23,Thanh Hóa,Huyện Thạch Thành,Xã Thành Thọ-237HTT23
237HTT26,Thanh Hóa,Huyện Thạch Thành,Xã Thành Vân-237HTT26
237HTX01,Thanh Hóa,Huyện Thọ Xuân,Thị trấn Thọ Xuân-237HTX01
237HTX06,Thanh Hóa,Huyện Thọ Xuân,Xã Nam Giang-237HTX06
237HTX17,Thanh Hóa,Huyện Thọ Xuân,Xã Thọ Thắng-237HTX17
237HTX22,Thanh Hóa,Huyện Thọ Xuân,Xã Xuân Giang-237HTX22
237HTX25,Thanh Hóa,Huyện Thọ Xuân,Xã Xuân Khánh-237HTX25
237HTX29,Thanh Hóa,Huyện Thọ Xuân,Xã Xuân Minh-237HTX29
237HTX32,Thanh Hóa,Huyện Thọ Xuân,Xã Xuân Quang-237HTX32
237HTX36,Thanh Hóa,Huyện Thọ Xuân,Xã Xuân Thành-237HTX36
237HTX39,Thanh Hóa,Huyện Thọ Xuân,Xã Xuân Trường-237HTX39
237HVL01,Thanh Hóa,Huyện Vĩnh Lộc,Thị trấn Vĩnh Lộc-237HVL01
237HTG32,Thanh Hóa,Huyện Tĩnh Gia,Xã Trường Lâm-237HTG32
205HLB06,Lạng Sơn,Huyện Lộc Bình,Xã Đông Quan-205HLB06
205HLB11,Lạng Sơn,Huyện Lộc Bình,Xã Lợi Bác-205HLB11
205HLB14,Lạng Sơn,Huyện Lộc Bình,Xã Minh Phát-205HLB14
205HLB18,Lạng Sơn,Huyện Lộc Bình,Xã Quan Bản-205HLB18
205HLB22,Lạng Sơn,Huyện Lộc Bình,Xã Tú Đoạn-205HLB22
228TPN20,Nam Định,Thành phố Nam Định,Phường Vị Xuyên-228TPN20
228TPN24,Nam Định,Thành phố Nam Định,Xã Nam Phong-228TPN24
210HHH10,Phú Thọ,Huyện Hạ Hòa,Xã Động Lâm-210HHH10
210HHH14,Phú Thọ,Huyện Hạ Hòa,Xã Hiền Lương-210HHH14
210HHH18,Phú Thọ,Huyện Hạ Hòa,Xã Lệnh Khanh-210HHH18
210HHH22,Phú Thọ,Huyện Hạ Hòa,Xã Minh Hạc-210HHH22
210HHH25,Phú Thọ,Huyện Hạ Hòa,Xã Quân Khê-210HHH25
210HHH28,Phú Thọ,Huyện Hạ Hòa,Xã Vô Tranh-210HHH28
210HHH33,Phú Thọ,Huyện Hạ Hòa,Xã Yên Luật-210HHH33
210HLT02,Phú Thọ,Huyện Lâm Thao,Thị trấn Hùng Sơn-210HLT02
210HLT07,Phú Thọ,Huyện Lâm Thao,Xã Sơn Dương-210HLT07
272HTT12,Long An,Huyện Tân Thạnh,Xã Tân Ninh-272HTT12
272HTU02,Long An,Huyện Tân Trụ,Xã An Nhựt Tân-272HTU02
272HTU05,Long An,Huyện Tân Trụ,Xã Bình Trinh Đông-272HTU05
272HTU10,Long An,Huyện Tân Trụ,Xã Quê Mỹ Thạnh-272HTU10
203TXQ19,Quảng Ninh,Thị xã Quảng Yên,Xã Tiền Phong-203TXQ19
233HHL02,Quảng Trị,Huyện Hải Lăng,Hải An-233HHL02
233HHH18,Quảng Trị,Huyện Hướng Hóa,Tân Long-233HHH18
213HPT14,Lai Châu,Huyện Phong Thổ,Xã Pa Vây Sử-213HPT14
213HPT17,Lai Châu,Huyện Phong Thổ,Xã Tung Qua Lìn-213HPT17
213HSH05,Lai Châu,Huyện Sìn Hồ,Xã Làng Mô-213HSH05
213HSH08,Lai Châu,Huyện Sìn Hồ,Xã Nậm Cha-213HSH08
213HSH11,Lai Châu,Huyện Sìn Hồ,Xã Nậm Mạ-213HSH11
213HSH15,Lai Châu,Huyện Sìn Hồ,Xã Pa Tần-213HSH15
213HSH18,Lai Châu,Huyện Sìn Hồ,Xã Pu Sam Cáp-213HSH18
213HSH22,Lai Châu,Huyện Sìn Hồ,Xã Tủa Sín Chải-213HSH22
238HTK09,Nghệ An,Huyện Tân Kỳ,Xã Nghĩa Dũng-238HTK09
238HTK12,Nghệ An,Huyện Tân Kỳ,Xã Nghĩa Hợp-238HTK12
238HTK16,Nghệ An,Huyện Tân Kỳ,Xã Tân An-238HTK16
238HTK19,Nghệ An,Huyện Tân Kỳ,Xã Tân Long-238HTK19
238HTK22,Nghệ An,Huyện Tân Kỳ,Xã Tiên Kỳ-238HTK22
238HYT04,Nghệ An,Huyện Yên Thành,Xã Công Thành-238HYT04
238HTD09,Nghệ An,Huyện Tương Dương,Xã Tam Hợp-238HTD09
238HYT10,Nghệ An,Huyện Yên Thành,Xã Hoa Thành-238HYT10
257HTA15,Phú Yên,Huyện Tuy An,Xã An Thọ-257HTA15
205HCC18,Lạng Sơn,Huyện Cao Lộc,Xã Thạch Đạn-205HCC18
239HVQ07,Hà Tĩnh,Huyện Vũ Quang,Xã Đức Lĩnh-239HVQ07
262HCK02,Đắk Lắk,Huyện Cư Kuin,Xã Dray Bhăng-262HCK02
262HCM01,Đắk Lắk,Huyện Cư Mgar,Thị trấn Quảng Phú-262HCM01
262HCM06,Đắk Lắk,Huyện Cư Mgar,Xã Cuôr Đăng-262HCM06
024HQO06,Hà Nội,Huyện Quốc Oai,Xã Đồng Quang-024HQO06
024HQO10,Hà Nội,Huyện Quốc Oai,Xã Hòa Thạch-024HQO10
024HQO13,Hà Nội,Huyện Quốc Oai,Xã Ngọc Liệp-024HQO13
024HQO18,Hà Nội,Huyện Quốc Oai,Xã Yên Sơn-024HQO18
024HQO21,Hà Nội,Huyện Quốc Oai,Xã Tân Hoà-024HQO21
024HSS02,Hà Nội,Huyện Sóc Sơn,Xã Bắc Phú-024HSS02
024HSS06,Hà Nội,Huyện Sóc Sơn,Xã Hiền Ninh-024HSS06
024HSS10,Hà Nội,Huyện Sóc Sơn,Xã Minh Phú-024HSS10
214HSM10,Lào Cai,Huyện Si Ma Cai,Xã Cán Hồ-214HSM10
214HVB01,Lào Cai,Huyện Văn Bàn,Thị trấn Khánh Yên-214HVB01
214HVB04,Lào Cai,Huyện Văn Bàn,Xã Sơn Thuỷ-214HVB04
214HVB09,Lào Cai,Huyện Văn Bàn,Xã Tân An-214HVB09
214HVB11,Lào Cai,Huyện Văn Bàn,Xã Nậm Xé-214HVB11
238HKS21,Nghệ An,Huyện Kỳ Sơn(NA),Xã Tây Sơn-238HKS21
238HND02,Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa An-238HND02
238HND06,Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa Hội-238HND06
238HND09,Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa Khánh-238HND09
237HTH02,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Châu-237HTH02
237HTH05,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Đô-237HTH05
237HTH08,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Giao-237HTH08
237HTH12,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Lý-237HTH12
237HTH16,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Phú-237HTH16
237HTH20,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Tân-237HTH20
237HTH23,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Tiến-237HTH23
237HNC31,Thanh Hóa,Huyện Nông Cống,Xã Vạn Thiện-237HNC31
237HNL02,Thanh Hóa,Huyện Ngọc Lặc,Xã Cao Ngọc-237HNL02
237HNL06,Thanh Hóa,Huyện Ngọc Lặc,Xã Lam Sơn-237HNL06
237HNL09,Thanh Hóa,Huyện Ngọc Lặc,Xã Minh Tiến-237HNL09
237HNL14,Thanh Hóa,Huyện Ngọc Lặc,Xã Ngọc Trung-237HNL14
237HNL17,Thanh Hóa,Huyện Ngọc Lặc,Xã Phùng Giáo-237HNL17
237HNS01,Thanh Hóa,Huyện Nga Sơn,Thị trấn Nga Sơn-237HNS01
237HNS05,Thanh Hóa,Huyện Nga Sơn,Xã Nga Điền-237HNS05
237HNS21,Thanh Hóa,Huyện Nga Sơn,Xã Nga Thủy-237HNS21
237HNS24,Thanh Hóa,Huyện Nga Sơn,Xã Nga Trường-237HNS24
237HNT01,Thanh Hóa,Huyện Như Thanh,Thị trấn Bến Sung-237HNT01
237HNT05,Thanh Hóa,Huyện Như Thanh,Xã Mậu Lâm-237HNT05
237HNT09,Thanh Hóa,Huyện Như Thanh,Xã Thanh Kỳ-237HNT09
272HVH01,Long An,Huyện Vĩnh Hưng,Thị trấn Vĩnh Hưng-272HVH01
272HVH07,Long An,Huyện Vĩnh Hưng,Xã Tuyên Bình Tây-272HVH07
272HVH10,Long An,Huyện Vĩnh Hưng,Xã Vĩnh Thuận-272HVH10
238TPV21,Nghệ An,Thành phố Vinh,Xã Nghi Ân-238TPV21
229HKS07,Ninh Bình,Huyện Kim Sơn,Xã Định Hóa-229HKS07
221HVL03,Hưng Yên,Huyện Văn Lâm,Xã Đại Đồng-221HVL03
221HVL06,Hưng Yên,Huyện Văn Lâm,Xã Lạc Hồng-221HVL06
221HVL10,Hưng Yên,Huyện Văn Lâm,Xã Trưng Trắc-221HVL10
221HYM02,Hưng Yên,Huyện Yên Mỹ,Xã Đồng Than-221HYM02
221HYM06,Hưng Yên,Huyện Yên Mỹ,Xã Lý Thường Kiệt-221HYM06
221HYM09,Hưng Yên,Huyện Yên Mỹ,Xã Ngọc Long-221HYM09
221HYM15,Hưng Yên,Huyện Yên Mỹ,Xã Việt Cường-221HYM15
259HNH03,Ninh Thuận,Huyện Ninh Hải,Xã Nhơn Hải-259HNH03
259HNH07,Ninh Thuận,Huyện Ninh Hải,Xã Tri Hải-259HNH07
259HNP01,Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân-259HNP01
259HNP06,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn-259HNP06
259HNP09,Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh-259HNP09
259HNS04,Ninh Thuận,Huyện Ninh Sơn,Xã Lương Sơn-259HNS04
259HNS07,Ninh Thuận,Huyện Ninh Sơn,Xã Nhơn Sơn-259HNS07
259HTB04,Ninh Thuận,Huyện Thuận Bắc,Xã Lợi Hải-259HTB04
205HCC22,Lạng Sơn,Huyện Cao Lộc,Xã Xuân Long-205HCC22
205HCL01,Lạng Sơn,Huyện Chi Lăng,Thị trấn Đồng Mỏ-205HCL01
205HCL06,Lạng Sơn,Huyện Chi Lăng,Xã Chi Lăng-205HCL06
205HCL09,Lạng Sơn,Huyện Chi Lăng,Xã Hòa Bình-205HCL09
205HCL12,Lạng Sơn,Huyện Chi Lăng,Xã Liên Sơn-205HCL12
205HCL16,Lạng Sơn,Huyện Chi Lăng,Xã Quang Lang-205HCL16
205HCL20,Lạng Sơn,Huyện Chi Lăng,Xã Vân Thủy-205HCL20
205HDL03,Lạng Sơn,Huyện Đình Lập,Xã Lâm Ca-205HDL03
233HHL13,Quảng Trị,Huyện Hải Lăng,Hải Tân-233HHL13
233HHL18,Quảng Trị,Huyện Hải Lăng,Hải Trường-233HHL18
233HHH01,Quảng Trị,Huyện Hướng Hóa,Khe Sanh (thị trấn huyện lỵ)-233HHH01
233HHH07,Quảng Trị,Huyện Hướng Hóa,Húc-233HHH07
233HHH09,Quảng Trị,Huyện Hướng Hóa,Hướng Linh-233HHH09
233HHH12,Quảng Trị,Huyện Hướng Hóa,Hướng Sơn-233HHH12
233HTP04,Quảng Trị,Huyện Triệu Phong,Triệu Đại-233HTP04
233HTP08,Quảng Trị,Huyện Triệu Phong,Triệu Hoà-233HTP08
213HTD12,Lai Châu,Huyện Tam Đường,Xã Sùng Phài-213HTD12
272HDH04,Long An,Huyện Đức Hòa,Xã Lộc Giang-272HDH04
272HDH06,Long An,Huyện Đức Hòa,Xã An Ninh Tây-272HDH06
272HDH11,Long An,Huyện Đức Hòa,Xã Hoà Khánh Đông-272HDH11
226HTL13,Hà Nam,Huyện Thanh Liêm,Xã Thanh Nguyên-226HTL13
226HTL17,Hà Nam,Huyện Thanh Liêm,Xã Thanh Thủy-226HTL17
226TPP02,Hà Nam,Thành phố Phủ Lý,Phường Hai Bà Trưng-226TPP02
226TPP06,Hà Nam,Thành phố Phủ Lý,Phường Lương Khánh Thiện-226TPP06
226TPP11,Hà Nam,Thành phố Phủ Lý,Phường Trần Hưng Đạo-226TPP11
226TPP15,Hà Nam,Thành phố Phủ Lý,Xã Liêm Tiết-226TPP15
226TPP19,Hà Nam,Thành phố Phủ Lý,Xã Tiên Hiệp-226TPP19
262HEH02,Đắk Lắk,Huyện Ea Hleo,Xã Cư A Mung-262HEH02
262HEH06,Đắk Lắk,Huyện Ea Hleo,Xã Ea Hleo-262HEH06
262HEH10,Đắk Lắk,Huyện Ea Hleo,Xã Ea Sol-262HEH10
262HEK01,Đắk Lắk,Huyện Ea Kar,Thị trấn Ea Kar-262HEK01
262HEK05,Đắk Lắk,Huyện Ea Kar,Xã Cư Huê-262HEK05
262HEK09,Đắk Lắk,Huyện Ea Kar,Xã Ea Đar-262HEK09
277TPC09,Đồng Tháp,Thành phố Cao Lãnh,Xã Hòa An-277TPC09
277TPC12,Đồng Tháp,Thành phố Cao Lãnh,Xã Mỹ Ngãi-277TPC12
024HSS24,Hà Nội,Huyện Sóc Sơn,Xã Việt Long-024HSS24
220HGL12,Hải Dương,Huyện Gia Lộc,Xã Lê Lợi-220HGL12
220HGL16,Hải Dương,Huyện Gia Lộc,Xã Phương Hưng-220HGL16
220HGL20,Hải Dương,Huyện Gia Lộc,Xã Thống Nhất-220HGL20
220HGL23,Hải Dương,Huyện Gia Lộc,Xã Yết Kiêu-220HGL23
237HNT12,Thanh Hóa,Huyện Như Thanh,Xã Xuân Khang-237HNT12
237HNT16,Thanh Hóa,Huyện Như Thanh,Xã Yên Lạc-237HNT16
237HNX02,Thanh Hóa,Huyện Như Xuân,Xã Bãi Trành-237HNX02
237HNX17,Thanh Hóa,Huyện Như Xuân,Xã Xuân Quỳ-237HNX17
237HQH01,Thanh Hóa,Huyện Quan Hóa,Thị trấn Quan Hóa-237HQH01
237HQH06,Thanh Hóa,Huyện Quan Hóa,Xã Nam Tiến-237HQH06
237HQH09,Thanh Hóa,Huyện Quan Hóa,Xã Phú Nghiêm-237HQH09
237HQH13,Thanh Hóa,Huyện Quan Hóa,Xã Thành Sơn-237HQH13
237HQH18,Thanh Hóa,Huyện Quan Hóa,Xã Xuân Phú-237HQH18
237HQS04,Thanh Hóa,Huyện Quan Sơn,Xã Sơn Điện-237HQS04
237HQX06,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Giao-237HQX06
237HQX09,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Hợp-237HQX09
237HQX13,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Lợi-237HQX13
237HQX16,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Ngọc-237HQX16
237HQX20,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Phong-237HQX20
237HQX23,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Thạch-237HQX23
237HQX27,Thanh Hóa,Huyện Quảng Xương,Xã Quảng Trường-237HQX27
237HTN07,Thanh Hóa,Huyện Thường Xuân,Xã Tân Thành-237HTN07
237HTN10,Thanh Hóa,Huyện Thường Xuân,Xã Xuân Cẩm-237HTN10
221HVL02,Hưng Yên,Huyện Văn Lâm,Xã Chỉ Đạo-221HVL02
210HPN05,Phú Thọ,Huyện Phù Ninh,Xã Gia Thanh-210HPN05
260HNH01,Kon Tum,Huyện Ngọc Hồi,Thị trấn Plei Kần-260HNH01
260HNH04,Kon Tum,Huyện Ngọc Hồi,Xã Đắk Kan-260HNH04
260HNH08,Kon Tum,Huyện Ngọc Hồi,Xã Sa Loong-260HNH08
260HST02,Kon Tum,Huyện Sa Thầy,Xã Hơ Moong-260HST02
260HST06,Kon Tum,Huyện Sa Thầy,Xã Sa Nghĩa-260HST06
260HST09,Kon Tum,Huyện Sa Thầy,Xã Ya Ly-260HST09
260HTM02,Kon Tum,Huyện Tu Mơ Rông,Xã Ngọk Lây-260HTM02
238TXH02,Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Dị-238TXH02
